yr,tm,lst,sal
2012,Minnesota Wild,Koivu,5400000
2009,Dallas Stars,Turco,5400000
2008,Philadelphia Flyers,Richards,5400000
2011,Anaheim Ducks,Perry,5375000
2010,Anaheim Ducks,Perry,5375000
2008,Montreal Canadiens,Tanguay,5375000
2007,Calgary Flames,Tanguay,5375000
2008,Dallas Stars,Zubov,5350000
2009,Minnesota Wild,Johnsson,5300000
2009,Chicago Blackhawks,Johnsson,5300000
2007,Florida Panthers,Vokoun,5300000
2005,Vancouver Canucks,Bertuzzi,5269333
2006,Florida Panthers,Bertuzzi,5269000
2006,Detroit Red Wings,Bertuzzi,5269000
2014,Dallas Stars,Benn,5250000
2014,Buffalo Sabres,Gionta,5250000
2014,Boston Bruins,Krejci,5250000
2014,Toronto Maple Leafs,Lupul,5250000
2013,Boston Bruins,Krejci,5250000
2013,Toronto Maple Leafs,Lupul,5250000
2013,Phoenix Coyotes,Yandle,5250000
2012,Detroit Red Wings,Franzen,5250000
2012,Boston Bruins,Krejci,5250000
2011,Detroit Red Wings,Franzen,5250000
2010,Nashville Predators,Erat,5250000
2010,Tampa Bay Lightning,Gagne,5250000
2009,Nashville Predators,Erat,5250000
2009,Philadelphia Flyers,Gagne,5250000
2008,Philadelphia Flyers,Gagne,5250000
2008,Washington Capitals,Green,5250000
2008,Minnesota Wild,Johnsson,5250000
2008,Phoenix Coyotes,Jokinen,5250000
2008,Calgary Flames,Jokinen,5250000
2008,New Jersey Devils,Rolston,5250000
2007,Philadelphia Flyers,Gagne,5250000
2007,Florida Panthers,Jokinen,5250000
2006,Philadelphia Flyers,Gagne,5250000
2005,New Jersey Devils,Brodeur,5237238
2011,New Jersey Devils,Brodeur,5200000
2010,New Jersey Devils,Brodeur,5200000
2010,St. Louis Blues,McDonald,5200000
2009,New Jersey Devils,Brodeur,5200000
2009,St. Louis Blues,McDonald,5200000
2008,New Jersey Devils,Brodeur,5200000
2007,New Jersey Devils,Brodeur,5200000
2007,Philadelphia Flyers,Hartnell,5200000
2006,New Jersey Devils,Brodeur,5200000
2013,New York Rangers,Lundqvist,5125000
2010,Anaheim Ducks,Getzlaf,5125000
2009,Anaheim Ducks,Getzlaf,5125000
2014,St. Louis Blues,Steen,5100000
2012,Toronto Maple Leafs,Kessel,5100000
2014,Arizona Coyotes,Doan,5050000
2003,Ottawa Senators,Alfredsson,5050000
2014,St. Louis Blues,Bouwmeester,5000000
2014,Vancouver Canucks,Burrows,5000000
2014,New Jersey Devils,Cammalleri,5000000
2014,Tampa Bay Lightning,Filppula,5000000
2014,Detroit Red Wings,Franzen,5000000
2014,Tampa Bay Lightning,Garrison,5000000
2014,Dallas Stars,Gonchar,5000000
2014,Montreal Canadiens,Gonchar,5000000
2014,Columbus Blue Jackets,Hartnell,5000000
2014,Columbus Blue Jackets,Johnson,5000000
2014,Anaheim Ducks,Kesler,5000000
2014,Pittsburgh Penguins,Martin,5000000
2014,Buffalo Sabres,Myers,5000000
2014,Winnipeg Jets,Myers,5000000
2014,Nashville Predators,Neal,5000000
2014,Montreal Canadiens,Plekanec,5000000
2014,Chicago Blackhawks,Seabrook,5000000
2014,New York Rangers,St. Louis,5000000
2014,Vancouver Canucks,Vrbata,5000000
2014,Calgary Flames,Wideman,5000000
2014,Columbus Blue Jackets,Wisniewski,5000000
2014,Anaheim Ducks,Wisniewski,5000000
2014,New Jersey Devils,Zajac,5000000
2013,Dallas Stars,Benn,5000000
2013,Vancouver Canucks,Bieksa,5000000
2013,Columbus Blue Jackets,Bobrovsky,5000000
2013,New Jersey Devils,Brodeur,5000000
2013,Detroit Red Wings,Franzen,5000000
2013,Montreal Canadiens,Gionta,5000000
2013,Philadelphia Flyers,Giroux,5000000
2013,Dallas Stars,Gonchar,5000000
2013,San Jose Sharks,Havlat,5000000
2013,Minnesota Wild,Heatley,5000000
2013,Columbus Blue Jackets,Horton,5000000
2013,Vancouver Canucks,Kesler,5000000
2013,Pittsburgh Penguins,Martin,5000000
2013,Pittsburgh Penguins,Neal,5000000
2013,St. Louis Blues,Pietrangelo,5000000
2013,Montreal Canadiens,Plekanec,5000000
2013,Carolina Hurricanes,Ruutu,5000000
2013,New Jersey Devils,Ruutu,5000000
2013,Chicago Blackhawks,Seabrook,5000000
2013,Ottawa Senators,Spezza,5000000
2013,Philadelphia Flyers,Streit,5000000
2013,New York Islanders,Tavares,5000000
2013,Calgary Flames,Wideman,5000000
2012,Tampa Bay Lightning,Carle,5000000
2012,New Jersey Devils,Elias,5000000
2012,Montreal Canadiens,Gionta,5000000
2012,San Jose Sharks,Havlat,5000000
2012,Edmonton Oilers,Hemsky,5000000
2012,Ottawa Senators,Karlsson,5000000
2012,Vancouver Canucks,Kesler,5000000
2012,Calgary Flames,Kiprusoff,5000000
2012,Pittsburgh Penguins,Neal,5000000
2012,Montreal Canadiens,Plekanec,5000000
2012,Washington Capitals,Ribeiro,5000000
2012,Columbus Blue Jackets,Umberger,5000000
2012,Calgary Flames,Wideman,5000000
2012,Phoenix Coyotes,Yandle,5000000
2011,New Jersey Devils,Elias,5000000
2011,Edmonton Oilers,Gilbert,5000000
2011,Minnesota Wild,Gilbert,5000000
2011,Montreal Canadiens,Gionta,5000000
2011,Washington Capitals,Green,5000000
2011,Winnipeg Jets,Hainsey,5000000
2011,Vancouver Canucks,Hamhuis,5000000
2011,San Jose Sharks,Havlat,5000000
2011,Edmonton Oilers,Hemsky,5000000
2011,Vancouver Canucks,Kesler,5000000
2011,Montreal Canadiens,Plekanec,5000000
2011,Dallas Stars,Ribeiro,5000000
2011,New York Islanders,Rolston,5000000
2011,Boston Bruins,Rolston,5000000
2011,Boston Bruins,Thomas,5000000
2011,Philadelphia Flyers,Timonen,5000000
2011,Anaheim Ducks,Visnovsky,5000000
2011,Edmonton Oilers,Whitney,5000000
2010,Montreal Canadiens,Cammalleri,5000000
2010,New Jersey Devils,Elias,5000000
2010,Detroit Red Wings,Franzen,5000000
2010,Montreal Canadiens,Gionta,5000000
2010,Washington Capitals,Green,5000000
2010,Atlanta Thrashers,Hainsey,5000000
2010,Vancouver Canucks,Hamhuis,5000000
2010,Minnesota Wild,Havlat,5000000
2010,Vancouver Canucks,Kesler,5000000
2010,Ottawa Senators,Kovalev,5000000
2010,Pittsburgh Penguins,Kovalev,5000000
2010,New Jersey Devils,Parise,5000000
2010,Montreal Canadiens,Plekanec,5000000
2010,Dallas Stars,Ribeiro,5000000
2010,New Jersey Devils,Rolston,5000000
2010,Carolina Hurricanes,Ward,5000000
2009,Boston Bruins,Bergeron,5000000
2009,St. Louis Blues,Boyes,5000000
2009,Montreal Canadiens,Cammalleri,5000000
2009,Philadelphia Flyers,Carter,5000000
2009,Montreal Canadiens,Gionta,5000000
2009,Washington Capitals,Green,5000000
2009,Atlanta Thrashers,Hainsey,5000000
2009,Ottawa Senators,Kovalev,5000000
2009,Atlanta Thrashers,Kubina,5000000
2009,Nashville Predators,Legwand,5000000
2009,Dallas Stars,Ribeiro,5000000
2009,New Jersey Devils,Rolston,5000000
2009,Boston Bruins,Savard,5000000
2009,Washington Capitals,Semin,5000000
2008,Boston Bruins,Bergeron,5000000
2008,San Jose Sharks,Blake,5000000
2008,Toronto Maple Leafs,Kubina,5000000
2008,Calgary Flames,Langkow,5000000
2008,New York Rangers,Naslund,5000000
2008,Dallas Stars,Ribeiro,5000000
2008,Boston Bruins,Savard,5000000
2008,Tampa Bay Lightning,St. Louis,5000000
2008,Carolina Hurricanes,Staal,5000000
2007,Boston Bruins,Bergeron,5000000
2007,Toronto Maple Leafs,Blake,5000000
2007,Colorado Avalanche,Forsberg,5000000
2007,Toronto Maple Leafs,Kubina,5000000
2007,San Jose Sharks,Nabokov,5000000
2007,Boston Bruins,Savard,5000000
2007,Ottawa Senators,Spezza,5000000
2006,Buffalo Sabres,Briere,5000000
2006,Minnesota Wild,Gaborik,5000000
2006,New Jersey Devils,Gomez,5000000
2006,Florida Panthers,Jokinen,5000000
2006,Atlanta Thrashers,Kovalchuk,5000000
2006,Toronto Maple Leafs,Kubina,5000000
2006,San Jose Sharks,Nabokov,5000000
2006,Boston Bruins,Savard,5000000
2006,Calgary Flames,Tanguay,5000000
2005,Atlanta Thrashers,Hossa,5000000
2005,Washington Capitals,Kolzig,4940000
2005,Los Angeles Kings,Roenick,4940000
2012,Anaheim Ducks,Perry,4875000
2008,Florida Panthers,Bouwmeester,4875000
2014,New Jersey Devils,Clowe,4850000
2013,New Jersey Devils,Clowe,4850000
2013,New York Rangers,Callahan,4825000
2013,Tampa Bay Lightning,Callahan,4825000
2014,Dallas Stars,Goligoski,4800000
2012,New Jersey Devils,Zajac,4800000
2010,Ottawa Senators,Leclaire,4800000
2007,Minnesota Wild,Johnsson,4800000
2014,St. Louis Blues,Backes,4750000
2014,Toronto Maple Leafs,Clarkson,4750000
2014,Columbus Blue Jackets,Clarkson,4750000
2014,Winnipeg Jets,Little,4750000
2014,Columbus Blue Jackets,Tyutin,4750000
2013,St. Louis Blues,Backes,4750000
2012,Winnipeg Jets,Antropov,4750000
2012,Philadelphia Flyers,Meszaros,4750000
2012,Ottawa Senators,Michalek,4750000
2011,Columbus Blue Jackets,Huselius,4750000
2011,Phoenix Coyotes,Yandle,4750000
2010,Columbus Blue Jackets,Huselius,4750000
2009,Columbus Blue Jackets,Huselius,4750000
2008,Boston Bruins,Fernandez,4750000
2008,Columbus Blue Jackets,Huselius,4750000
2008,Montreal Canadiens,Koivu,4750000
2007,Montreal Canadiens,Koivu,4750000
2006,Montreal Canadiens,Koivu,4750000
2008,Philadelphia Flyers,Hartnell,4700000
2007,Ottawa Senators,Alfredsson,4690670
2006,Ottawa Senators,Alfredsson,4677000
2005,Ottawa Senators,Alfredsson,4662894
2014,Columbus Blue Jackets,Dubinsky,4650000
2013,Columbus Blue Jackets,Dubinsky,4650000
2013,Boston Bruins,Eriksson,4600000
2013,Dallas Stars,Goligoski,4600000
2013,Florida Panthers,Versteeg,4600000
2013,Chicago Blackhawks,Versteeg,4600000
2013,Winnipeg Jets,Wheeler,4600000
2012,Dallas Stars,Eriksson,4600000
2011,Calgary Flames,Giordano,4600000
2011,Chicago Blackhawks,Montador,4600000
2011,Toronto Maple Leafs,Schenn,4600000
2008,Calgary Flames,Regehr,4600000
2007,Columbus Blue Jackets,Foote,4600000
2007,Colorado Avalanche,Foote,4600000
2006,Columbus Blue Jackets,Foote,4600000
2005,Columbus Blue Jackets,Foote,4600000
2005,Toronto Maple Leafs,Belfour,4560000
2013,Boston Bruins,Bergeron,4550000
2012,Boston Bruins,Bergeron,4550000
2011,Phoenix Coyotes,Doan,4550000
2011,Toronto Maple Leafs,Liles,4550000
2010,Phoenix Coyotes,Doan,4550000
2009,Phoenix Coyotes,Doan,4550000
2008,Phoenix Coyotes,Doan,4550000
2007,Phoenix Coyotes,Doan,4550000
2002,Ottawa Senators,Alfredsson,4550000
2014,New York Rangers,Boyle,4500000
2014,Philadelphia Flyers,Coburn,4500000
2014,Tampa Bay Lightning,Coburn,4500000
2014,Boston Bruins,Eriksson,4500000
2014,Florida Panthers,Fleischmann,4500000
2014,Anaheim Ducks,Fleischmann,4500000
2014,Calgary Flames,Hiller,4500000
2014,Winnipeg Jets,Ladd,4500000
2014,Washington Capitals,Laich,4500000
2014,Colorado Avalanche,Landeskog,4500000
2014,Boston Bruins,Marchand,4500000
2014,Edmonton Oilers,Nikitin,4500000
2014,St. Louis Blues,Oshie,4500000
2014,Edmonton Oilers,Purcell,4500000
2014,New Jersey Devils,Schneider,4500000
2014,Tampa Bay Lightning,Stralman,4500000
2014,Philadelphia Flyers,Umberger,4500000
2014,Toronto Maple Leafs,van Riemsdyk,4500000
2014,Philadelphia Flyers,Voracek,4500000
2014,Detroit Red Wings,Weiss,4500000
2013,Vancouver Canucks,Booth,4500000
2013,Toronto Maple Leafs,Clarkson,4500000
2013,Florida Panthers,Fleischmann,4500000
2013,Carolina Hurricanes,Gleason,4500000
2013,Toronto Maple Leafs,Gleason,4500000
2013,St. Louis Blues,Halak,4500000
2013,Washington Capitals,Halak,4500000
2013,Anaheim Ducks,Hiller,4500000
2013,Winnipeg Jets,Jokinen,4500000
2013,Winnipeg Jets,Kane,4500000
2013,Winnipeg Jets,Ladd,4500000
2013,Tampa Bay Lightning,Purcell,4500000
2013,Phoenix Coyotes,Ribeiro,4500000
2013,Dallas Stars,Seguin,4500000
2013,Columbus Blue Jackets,Tyutin,4500000
2013,Columbus Blue Jackets,Umberger,4500000
2013,Philadelphia Flyers,Voracek,4500000
2013,Dallas Stars,Whitney,4500000
2012,Dallas Stars,Benn,4500000
2012,Vancouver Canucks,Bieksa,4500000
2012,Vancouver Canucks,Booth,4500000
2012,New York Islanders,DiPietro,4500000
2012,Winnipeg Jets,Enstrom,4500000
2012,Florida Panthers,Fleischmann,4500000
2012,Anaheim Ducks,Hiller,4500000
2012,Dallas Stars,Jagr,4500000
2012,Boston Bruins,Jagr,4500000
2012,Winnipeg Jets,Jokinen,4500000
2012,Detroit Red Wings,Kronwall,4500000
2012,Winnipeg Jets,Ladd,4500000
2012,Carolina Hurricanes,Pitkanen,4500000
2012,Anaheim Ducks,Selanne,4500000
2012,Carolina Hurricanes,Staal,4500000
2012,Dallas Stars,Whitney,4500000
2011,Ottawa Senators,Alfredsson,4500000
2011,St. Louis Blues,Backes,4500000
2011,Florida Panthers,Booth,4500000
2011,Vancouver Canucks,Booth,4500000
2011,New York Islanders,DiPietro,4500000
2011,Florida Panthers,Fleischmann,4500000
2011,Los Angeles Kings,Gagne,4500000
2011,Anaheim Ducks,Hiller,4500000
2011,Boston Bruins,Horton,4500000
2011,Phoenix Coyotes,Langkow,4500000
2011,Nashville Predators,Legwand,4500000
2011,Ottawa Senators,Michalek,4500000
2011,Carolina Hurricanes,Pitkanen,4500000
2011,Buffalo Sabres,Roy,4500000
2011,Edmonton Oilers,Smyth,4500000
2011,Pittsburgh Penguins,Staal,4500000
2011,Calgary Flames,Stajan,4500000
2011,Columbus Blue Jackets,Umberger,4500000
2011,Washington Capitals,Wideman,4500000
2011,New Jersey Devils,Zajac,4500000
2010,New Jersey Devils,Arnott,4500000
2010,Washington Capitals,Arnott,4500000
2010,St. Louis Blues,Boyes,4500000
2010,Buffalo Sabres,Boyes,4500000
2010,St. Louis Blues,Brewer,4500000
2010,Tampa Bay Lightning,Brewer,4500000
2010,Phoenix Coyotes,Bryzgalov,4500000
2010,Buffalo Sabres,Connolly,4500000
2010,New York Islanders,DiPietro,4500000
2010,Colorado Avalanche,Hannan,4500000
2010,Washington Capitals,Hannan,4500000
2010,Edmonton Oilers,Hemsky,4500000
2010,Anaheim Ducks,Hiller,4500000
2010,Nashville Predators,Legwand,4500000
2010,Carolina Hurricanes,Pitkanen,4500000
2010,Calgary Flames,Stajan,4500000
2010,Nashville Predators,Weber,4500000
2010,Edmonton Oilers,Whitney,4500000
2009,Nashville Predators,Arnott,4500000
2009,Toronto Maple Leafs,Blake,4500000
2009,Anaheim Ducks,Blake,4500000
2009,St. Louis Blues,Brewer,4500000
2009,Buffalo Sabres,Connolly,4500000
2009,New York Islanders,DiPietro,4500000
2009,Colorado Avalanche,Hannan,4500000
2009,St. Louis Blues,Jackman,4500000
2009,Toronto Maple Leafs,Kessel,4500000
2009,Toronto Maple Leafs,Komisarek,4500000
2009,New Jersey Devils,Martin,4500000
2009,Buffalo Sabres,Pominville,4500000
2009,Washington Capitals,Theodore,4500000
2009,Nashville Predators,Weber,4500000
2008,Nashville Predators,Arnott,4500000
2008,Toronto Maple Leafs,Blake,4500000
2008,St. Louis Blues,Brewer,4500000
2008,Philadelphia Flyers,Carter,4500000
2008,New York Islanders,DiPietro,4500000
2008,Anaheim Ducks,Getzlaf,4500000
2008,New York Islanders,Guerin,4500000
2008,Pittsburgh Penguins,Guerin,4500000
2008,Atlanta Thrashers,Hainsey,4500000
2008,Colorado Avalanche,Hannan,4500000
2008,Montreal Canadiens,Kovalev,4500000
2008,Anaheim Ducks,Perry,4500000
2008,Washington Capitals,Theodore,4500000
2008,St. Louis Blues,Tkachuk,4500000
2008,Nashville Predators,Weber,4500000
2007,Nashville Predators,Arnott,4500000
2007,Minnesota Wild,Demitra,4500000
2007,New York Islanders,DiPietro,4500000
2007,Boston Bruins,Fernandez,4500000
2007,New York Islanders,Guerin,4500000
2007,Colorado Avalanche,Hannan,4500000
2007,Montreal Canadiens,Kovalev,4500000
2007,San Jose Sharks,Marleau,4500000
2007,New York Islanders,Satan,4500000
2007,Carolina Hurricanes,Staal,4500000
2006,Nashville Predators,Arnott,4500000
2006,Minnesota Wild,Demitra,4500000
2006,New York Islanders,DiPietro,4500000
2006,Pittsburgh Penguins,Gonchar,4500000
2006,Ottawa Senators,Heatley,4500000
2006,Nashville Predators,Kariya,4500000
2006,Montreal Canadiens,Kovalev,4500000
2006,Columbus Blue Jackets,Nash,4500000
2005,Los Angeles Kings,Demitra,4500000
2005,Nashville Predators,Kariya,4500000
2005,Montreal Canadiens,Kovalev,4500000
2005,Montreal Canadiens,Theodore,4500000
2005,Colorado Avalanche,Theodore,4500000
2010,Colorado Avalanche,Liles,4425000
2013,Edmonton Oilers,Gagner,4400000
2011,Carolina Hurricanes,Ruutu,4400000
2009,Edmonton Oilers,Hemsky,4400000
2013,Carolina Hurricanes,Skinner,4350000
2014,New York Rangers,McDonagh,4300000
2012,Minnesota Wild,Bouchard,4300000
2008,Columbus Blue Jackets,Commodore,4300000
2014,Vancouver Canucks,Edler,4250000
2014,Detroit Red Wings,Ericsson,4250000
2014,Vancouver Canucks,Hamhuis,4250000
2014,Carolina Hurricanes,Liles,4250000
2014,Philadelphia Flyers,MacDonald,4250000
2014,Florida Panthers,Mitchell,4250000
2014,Edmonton Oilers,Perron,4250000
2014,Pittsburgh Penguins,Perron,4250000
2014,Detroit Red Wings,Quincey,4250000
2014,San Jose Sharks,Vlasic,4250000
2013,Vancouver Canucks,Hamhuis,4250000
2013,Florida Panthers,Jovanovski,4250000
2013,Toronto Maple Leafs,Liles,4250000
2013,Carolina Hurricanes,Liles,4250000
2013,San Jose Sharks,Vlasic,4250000
2013,New Jersey Devils,Volchenkov,4250000
2012,Winnipeg Jets,Byfuglien,4250000
2012,St. Louis Blues,Halak,4250000
2012,Vancouver Canucks,Hamhuis,4250000
2012,Florida Panthers,Jovanovski,4250000
2012,Montreal Canadiens,Kaberle,4250000
2012,Dallas Stars,Lehtonen,4250000
2012,Toronto Maple Leafs,Liles,4250000
2012,Boston Bruins,Lucic,4250000
2012,Toronto Maple Leafs,Lupul,4250000
2012,New Jersey Devils,Volchenkov,4250000
2011,Winnipeg Jets,Antropov,4250000
2011,Minnesota Wild,Bouchard,4250000
2011,Winnipeg Jets,Byfuglien,4250000
2011,Toronto Maple Leafs,Lupul,4250000
2011,Los Angeles Kings,Penner,4250000
2011,Buffalo Sabres,Sekera,4250000
2011,New Jersey Devils,Volchenkov,4250000
2010,Minnesota Wild,Bouchard,4250000
2010,Toronto Maple Leafs,Kaberle,4250000
2010,Boston Bruins,Kaberle,4250000
2010,Calgary Flames,Langkow,4250000
2010,Anaheim Ducks,Lupul,4250000
2010,Toronto Maple Leafs,Lupul,4250000
2010,Ottawa Senators,Michalek,4250000
2010,Edmonton Oilers,Penner,4250000
2010,Los Angeles Kings,Penner,4250000
2010,New Jersey Devils,Volchenkov,4250000
2009,Minnesota Wild,Bouchard,4250000
2009,Phoenix Coyotes,Bryzgalov,4250000
2009,Toronto Maple Leafs,Kaberle,4250000
2009,Calgary Flames,Langkow,4250000
2009,Anaheim Ducks,Lupul,4250000
2009,Edmonton Oilers,Penner,4250000
2008,Vancouver Canucks,Bieksa,4250000
2008,Toronto Maple Leafs,Kaberle,4250000
2008,Edmonton Oilers,Penner,4250000
2007,Atlanta Thrashers,Holik,4250000
2007,Toronto Maple Leafs,Kaberle,4250000
2007,New York Rangers,Lundqvist,4250000
2007,Dallas Stars,Modano,4250000
2007,Dallas Stars,Norstrom,4250000
2007,Edmonton Oilers,Penner,4250000
2006,Atlanta Thrashers,Holik,4250000
2006,Toronto Maple Leafs,Kaberle,4250000
2006,Dallas Stars,Modano,4250000
2006,Los Angeles Kings,Norstrom,4250000
2006,Dallas Stars,Norstrom,4250000
2006,New York Islanders,Satan,4250000
2005,Atlanta Thrashers,Holik,4250000
2005,Dallas Stars,Modano,4250000
2014,Nashville Predators,Fisher,4200000
2014,Chicago Blackhawks,Hjalmarsson,4200000
2014,St. Louis Blues,Shattenkirk,4200000
2014,Buffalo Sabres,Stewart,4200000
2014,Minnesota Wild,Stewart,4200000
2013,Nashville Predators,Fisher,4200000
2012,Vancouver Canucks,Ballard,4200000
2012,Dallas Stars,Goligoski,4200000
2012,St. Louis Blues,McDonald,4200000
2011,Vancouver Canucks,Ballard,4200000
2011,St. Louis Blues,McDonald,4200000
2011,Chicago Blackhawks,Sharp,4200000
2010,Vancouver Canucks,Ballard,4200000
2010,Philadelphia Flyers,Hartnell,4200000
2010,Tampa Bay Lightning,Kubina,4200000
2009,Florida Panthers,Ballard,4200000
2009,Toronto Maple Leafs,Beauchemin,4200000
2009,Philadelphia Flyers,Hartnell,4200000
2008,Washington Capitals,Semin,4200000
2006,New Jersey Devils,Rafalski,4200000
2005,New Jersey Devils,Rafalski,4200000
2005,New Jersey Devils,Elias,4180000
2010,Florida Panthers,McCabe,4150000
2010,New York Rangers,McCabe,4150000
2009,Florida Panthers,McCabe,4150000
2007,Boston Bruins,Murray,4150000
2006,Boston Bruins,Murray,4150000
2005,Boston Bruins,Murray,4150000
2014,Buffalo Sabres,Meszaros,4125000
2009,Colorado Avalanche,Liles,4125000
2014,Philadelphia Flyers,Mason,4100000
2013,St. Louis Blues,Stewart,4100000
2013,Buffalo Sabres,Stewart,4100000
2012,Dallas Stars,Morrow,4100000
2012,Pittsburgh Penguins,Morrow,4100000
2012,New York Islanders,Streit,4100000
2012,Florida Panthers,Weiss,4100000
2011,Dallas Stars,Eriksson,4100000
2011,Dallas Stars,Morrow,4100000
2011,New York Islanders,Streit,4100000
2010,Dallas Stars,Morrow,4100000
2010,Chicago Blackhawks,Sharp,4100000
2009,Dallas Stars,Morrow,4100000
2009,New York Islanders,Streit,4100000
2008,Dallas Stars,Lehtinen,4100000
2008,Dallas Stars,Morrow,4100000
2008,Los Angeles Kings,Stoll,4100000
2008,New York Islanders,Streit,4100000
2005,Boston Bruins,Zhamnov,4100000
2014,Toronto Maple Leafs,Gardiner,4050000
2006,Minnesota Wild,Johnsson,4050000
2005,New York Islanders,Satan,4015000
2014,Chicago Blackhawks,Bickell,4000000
2014,Vancouver Canucks,Bieksa,4000000
2014,Winnipeg Jets,Bogosian,4000000
2014,Buffalo Sabres,Bogosian,4000000
2014,Toronto Maple Leafs,Bozak,4000000
2014,Colorado Avalanche,Briere,4000000
2014,Washington Capitals,Carlson,4000000
2014,Dallas Stars,Cole,4000000
2014,Detroit Red Wings,Cole,4000000
2014,Nashville Predators,Cullen,4000000
2014,Pittsburgh Penguins,Dupuis,4000000
2014,Pittsburgh Penguins,Ehrhoff,4000000
2014,Arizona Coyotes,Ekman-Larsson,4000000
2014,Edmonton Oilers,Fayne,4000000
2014,Anaheim Ducks,Fowler,4000000
2014,Nashville Predators,Gaustad,4000000
2014,Calgary Flames,Giordano,4000000
2014,New York Islanders,Grabner,4000000
2014,New York Islanders,Grabovski,4000000
2014,Tampa Bay Lightning,Hedman,4000000
2014,Dallas Stars,Hemsky,4000000
2014,Pittsburgh Penguins,Hornqvist,4000000
2014,Calgary Flames,Hudler,4000000
2014,Florida Panthers,Jokinen,4000000
